Order ID,Customer Name,Region,Category,Product Name,Quantity,Total Sales,Net Profit,Sales with GST
11188,Amani Sabharwal,North,Books,Non-Fiction Ipsum,5,288955.0,40433.92,340966.89999999997
11189,Manikya Tella,North,Books,Textbook Cum,5,102535.5,17979.2,120991.89
11191,Zoya Aurora,North,Home Decor,Vase Occaecati,5,57703.0,10004.31,68089.54
11194,Mohanlal Roy,North,Furniture,Table Soluta,2,129953.1,18030.42,153344.658
11195,Tejas Dara,North,Clothing,Accessories Enim,1,30800.9,3639.22,36345.062
11197,Ehsaan Talwar,North,Toys,Doll Error,2,115008.0,24997.52,135709.44
11203,Kabir Srinivasan,North,Furniture,Chair Repellendus,4,49442.4,9561.05,58342.032
11205,Miraan Chokshi,North,Home Decor,Vase Ducimus,3,9688.8,1864.06,11432.783999999998
11207,Kiara Sarkar,North,Beauty,Perfume Fugiat,2,61801.6,12862.56,72925.88799999999
11211,Suhana Bala,North,Kitchen,Cookware Set Commodi,1,10346.45,1096.09,12208.811
11213,Aradhya Sane,North,Clothing,Kids Wear Harum,1,15395.2,3538.69,18166.336
11216,Gokul Bora,North,Clothing,Kids Wear Nobis,1,58065.3,6649.68,68517.054
11222,Shlok Thakkar,North,Furniture,Sofa Sed,3,97131.0,11165.69,114614.57999999999
11223,Jiya Mammen,North,Furniture,Bed Culpa,1,10814.4,641.61,12760.991999999998
11225,Kartik Dayal,North,Home Decor,Clock Voluptates,2,68502.6,16746.83,80833.068
11232,Nirvi Sharma,North,Furniture,Bed Natus,3,159304.8,28378.16,187979.664
11234,Prerak Jha,North,Books,Biography Sequi,5,338219.0,74570.86,399098.42
11245,Vedika Tank,North,Sports,Cricket Bat Facilis,4,136688.4,26268.67,161292.31199999998
11248,Abram Mani,North,Sports,Football Architecto,4,193075.8,18580.58,227829.444
11249,Rasha Dar,North,Kitchen,Juicer Quis,4,59511.8,4290.49,70223.924
11253,Divyansh Sarraf,North,Toys,Action Figure Iure,3,111753.75,7213.9,131869.425
11260,Jhanvi Chaudhuri,North,Furniture,Cabinet Quaerat,3,116459.1,19989.21,137421.738
11262,Saanvi Konda,North,Home Decor,Cushion Quos,4,1641.6,198.27,1937.0879999999997
11264,Piya Sura,North,Kitchen,Refrigerator Minima,2,105801.5,24399.43,124845.76999999999
11266,Pihu Chana,North,Home Decor,Wall Art Reprehenderit,2,36324.8,3116.14,42863.264
11270,Shaan Dube,North,Sports,Yoga Mat Eaque,1,12432.1,1605.82,14669.877999999999
11271,Jayant Dugar,North,Furniture,Table Laudantium,5,147440.0,23444.45,173979.19999999998
11272,Vihaan Salvi,North,Kitchen,Cookware Set Voluptatem,3,73598.1,6355.73,86845.758
11275,Ojas Chakraborty,North,Groceries,Sugar Quam,1,44724.0,11011.43,52774.32
11280,Inaaya  Mannan,North,Sports,Cricket Bat Ullam,4,52073.6,6809.53,61446.848
11288,Stuvan Tiwari,North,Beauty,Lipstick Voluptate,3,87711.6,16777.27,103499.688
11296,Zaina Sastry,North,Clothing,Men's Wear Voluptates,2,150540.0,31539.13,177637.19999999998
11298,Shray Seth,North,Sports,Yoga Mat Ipsam,5,110790.0,8082.14,130732.2
11302,Riaan Malhotra,North,Home Decor,Clock Excepturi,2,59604.0,5941.58,70332.72
11305,Kavya Sangha,North,Furniture,Cabinet Quo,2,150494.0,27592.81,177582.91999999998
11308,Vanya Choudhury,North,Beauty,Lipstick Atque,3,111048.0,10218.39,131036.64
11314,Amani Madan,North,Beauty,Lipstick Amet,1,71998.2,5443.8,84957.87599999999
11315,Raunak Badami,North,Home Decor,Clock Repellendus,4,187968.0,44491.13,221802.24
11317,Anvi Sehgal,North,Beauty,Face Cream Voluptatum,5,156028.5,23506.05,184113.63
11321,Drishya Bahl,North,Sports,Cricket Bat Ratione,4,188732.0,29552.34,222703.75999999998
11325,Stuvan Krish,North,Beauty,Foundation Excepturi,3,164844.0,38325.73,194515.91999999998
11327,Vanya Sekhon,North,Books,Comics Nulla,2,115257.8,13502.63,136004.204
11329,Trisha Dugar,North,Books,Textbook Quae,2,73944.2,14106.37,87254.15599999999
11332,Krish Subramaniam,North,Groceries,Rice Doloremque,5,74632.0,14566.03,88065.76
11334,Rhea Savant,North,Beauty,Perfume Minus,3,51004.8,4226.24,60185.664
11335,Sahil Srivastava,North,Groceries,Wheat Ullam,2,76244.0,17850.18,89967.92
11336,Inaaya  Zacharia,North,Beauty,Shampoo Voluptatem,3,167598.75,16849.96,197766.525
11342,Fateh Khanna,North,Beauty,Perfume Itaque,4,236048.0,19600.82,278536.64
11343,Yuvraj  Madan,North,Toys,RC Car Exercitationem,4,45434.2,9134.44,53612.35599999999
11348,Siya Hora,North,Furniture,Chair Vero,4,9863.4,1198.77,11638.811999999998
11351,Vardaniya Master,North,Furniture,Bed Tenetur,4,299560.0,30319.01,353480.8
11352,Stuvan Apte,North,Furniture,Sofa Tempora,5,333200.0,72215.26,393176.0
11353,Ranbir Kara,North,Toys,Doll Quae,3,152312.55,8913.05,179728.80899999998
11358,Jiya Vyas,North,Home Decor,Cushion Et,2,94970.0,12609.38,112064.59999999999
11359,Abram Chaudhary,North,Sports,Yoga Mat Rerum,1,24437.6,1504.09,28836.368
11362,Jayan Walla,North,Books,Biography Doloribus,5,244248.0,35178.03,288212.63999999996
11365,Hunar Dora,North,Groceries,Spices Dolore,2,119878.6,17242.69,141456.748
11367,Dhanush Karpe,North,Books,Non-Fiction Quo,1,44736.45,10667.21,52789.01099999999
11370,Badal Din,North,Beauty,Shampoo Cumque,4,1691.0,358.78,1995.3799999999999
11374,Jivin Sarkar,North,Toys,Doll Amet,5,215780.0,49195.96,254620.4
11378,Pranay Dash,North,Clothing,Women's Wear Sit,5,373455.0,47947.78,440676.89999999997
11388,Abram Datta,North,Home Decor,Lamp Nostrum,4,177471.4,28394.16,209416.25199999998
11389,Anay Gopal,North,Beauty,Lipstick Deserunt,1,25832.35,2886.23,30482.172999999995
11391,Vanya Bose,North,Toys,RC Car Explicabo,2,27280.8,6486.86,32191.343999999997
11392,Kimaya Atwal,North,Kitchen,Cookware Set Consequatur,1,4842.0,1158.75,5713.5599999999995
11393,Jivin Shukla,North,Toys,Puzzle Unde,4,161265.4,9602.02,190293.172
11401,Biju Chada,North,Sports,Football Saepe,3,3388.65,236.43,3998.607
11406,Faiyaz Borde,North,Electronics,Laptop Adipisci,1,35556.6,2974.74,41956.78799999999
11410,Seher Agate,North,Home Decor,Vase Ex,3,187878.0,13928.71,221696.03999999998
11416,Jayan Dara,North,Sports,Dumbbells Distinctio,3,60736.8,11776.86,71669.424
11418,Saksham Rana,North,Books,Comics Voluptatibus,3,16358.25,1430.73,19302.735
11419,Mamooty Wagle,North,Books,Non-Fiction Amet,4,158108.4,23976.18,186567.91199999998
11420,Hrishita Bhargava,North,Electronics,Mobile Aperiam,5,195399.0,16213.31,230570.81999999998
11423,Mishti Yogi,North,Sports,Tennis Racket Pariatur,3,119936.7,14181.28,141525.30599999998
11425,Rati Grewal,North,Books,Fiction Quibusdam,2,78099.2,5054.2,92157.056
11428,Sahil Raj,North,Home Decor,Wall Art Unde,3,202403.7,48725.77,238836.366
11433,Lakshit Deo,North,Clothing,Men's Wear Error,3,128577.6,25557.86,151721.568
11451,Azad Ravel,North,Toys,Puzzle Labore,4,122979.2,20581.59,145115.45599999998
11452,Manjari Ahuja,North,Clothing,Kids Wear Impedit,3,113121.6,12564.93,133483.488
11455,Anahi Vala,North,Toys,Action Figure Laudantium,5,55335.0,5950.22,65295.299999999996
11456,Faiyaz Aggarwal,North,Sports,Tennis Racket Repellendus,2,95412.5,8222.59,112586.75
11459,Shanaya Bains,North,Home Decor,Cushion Deserunt,5,100686.75,16585.86,118810.36499999999
11460,Nitara Chatterjee,North,Beauty,Foundation Ipsa,3,109682.4,23826.49,129425.23199999999
11461,Myra Borra,North,Home Decor,Clock Rerum,2,63974.0,13001.44,75489.31999999999
11470,Ira Loke,North,Books,Fiction Voluptatibus,3,86230.8,6887.12,101752.344
11471,Kartik Batta,North,Groceries,Spices Fugit,5,3135.0,447.89,3699.2999999999997
11472,Parinaaz Sankaran,North,Furniture,Table Ipsa,4,141801.6,31103.35,167325.888
11473,Aradhya Setty,North,Beauty,Foundation Saepe,4,123422.4,14489.32,145638.43199999997
11474,Ayesha Grover,North,Toys,Doll Eveniet,4,150425.6,29175.54,177502.20799999998
11475,Ishita Trivedi,North,Beauty,Shampoo Ullam,2,124858.8,9130.74,147333.384
11478,Eshani Kari,North,Books,Fiction Quas,2,54092.3,12966.11,63828.914
11479,Zeeshan Bal,North,Home Decor,Cushion Iure,4,191688.0,17387.5,226191.84
11480,Navya Bahl,North,Groceries,Spices Totam,3,89459.1,19424.54,105561.738
11484,Keya Basu,North,Toys,Board Game Hic,3,81067.2,6241.77,95659.29599999999
11485,Chirag Desai,North,Groceries,Oil Earum,1,13630.0,1198.07,16083.4
11487,Nishith Vala,North,Clothing,Men's Wear Iure,3,140896.8,27019.18,166258.224
11491,Vivaan Upadhyay,North,Home Decor,Wall Art Soluta,2,53344.3,11506.05,62946.274
11492,Myra Anand,North,Furniture,Sofa Molestiae,2,140262.0,18548.38,165509.16
11504,Jayesh Ganguly,North,Clothing,Women's Wear Placeat,1,67368.6,4446.25,79494.948
11516,Miraya Hans,North,Groceries,Spices Cumque,4,262238.4,28564.38,309441.31200000003
11518,Kabir Sandal,North,Beauty,Foundation Libero,2,105139.8,7280.73,124064.96399999999
11526,Yakshit Dara,North,Kitchen,Cookware Set Possimus,2,124092.8,11165.53,146429.504
11532,Vanya Shan,North,Clothing,Accessories Deserunt,2,133846.2,22113.85,157938.516
11535,Pari Kalita,North,Furniture,Chair Dicta,4,163229.0,26318.32,192610.22
11538,Taimur Talwar,North,Electronics,Headphones Incidunt,5,147385.0,21636.95,173914.3
11543,Saanvi Seth,North,Toys,Board Game Alias,3,128486.4,31527.42,151613.952
11544,Veer Luthra,North,Books,Textbook Non,3,143985.75,21968.41,169903.185
11545,Jivin Chandran,North,Books,Biography Officia,2,123559.2,13468.47,145799.856
11550,Samarth Khare,North,Books,Comics Eos,5,151915.0,35359.41,179259.69999999998
11552,Advika Sidhu,North,Home Decor,Vase Quisquam,4,296867.4,35529.65,350303.532
11554,Lagan Sidhu,North,Kitchen,Cookware Set Optio,1,48522.6,3280.08,57256.668
11558,Lakshay Kurian,North,Electronics,Mobile Maxime,4,277952.0,62478.5,327983.36
11559,Arhaan Loyal,North,Groceries,Wheat Provident,1,46565.55,3984.69,54947.349
11560,Miraya Gera,North,Electronics,Headphones Explicabo,4,108164.2,26474.26,127633.756
11562,Taran Sahni,North,Sports,Football Natus,5,179430.75,14017.16,211728.28499999997
11566,Yashvi Dewan,North,Beauty,Foundation Dolorem,5,38907.25,9434.86,45910.555
11571,Lakshit Salvi,North,Sports,Dumbbells Facere,3,196514.1,25235.58,231886.638
11572,Indrans Reddy,North,Furniture,Table Voluptas,1,52785.85,7000.08,62287.30299999999
11574,Anay Sangha,North,Sports,Football A,4,318848.0,36875.17,376240.63999999996
11576,Navya Sampath,North,Sports,Yoga Mat Facilis,4,283214.0,66074.46,334192.51999999996
11580,Arnav Karpe,North,Clothing,Accessories Ratione,3,99513.6,18526.87,117426.048
11581,Azad Viswanathan,North,Electronics,Headphones Aliquid,2,15154.0,2025.72,17881.719999999998
11582,Lavanya Sabharwal,North,Groceries,Spices Quidem,4,78441.6,11584.72,92561.088
11587,Taran Dhingra,North,Books,Comics Excepturi,3,165790.8,23145.79,195633.14399999997
11591,Kanav Hayer,North,Kitchen,Mixer Grinder Quisquam,2,108560.0,21692.52,128100.79999999999
11592,Samaira Jain,North,Home Decor,Lamp Nostrum,4,172009.6,18485.85,202971.328
11602,Ishita Bala,North,Beauty,Foundation Dignissimos,4,192984.0,23985.65,227721.12
11605,Shlok Singhal,North,Groceries,Rice Exercitationem,4,109854.0,11445.83,129627.71999999999
11607,Kanav Kale,North,Furniture,Chair Voluptatum,4,49024.0,4940.52,57848.32
11609,Kismat Jaggi,North,Furniture,Cabinet Explicabo,1,76977.0,9755.28,90832.86
11610,Pihu Shan,North,Books,Comics Dolorem,2,12702.0,924.79,14988.359999999999
11615,Farhan Yadav,North,Groceries,Wheat Repellat,3,120190.2,19480.82,141824.436
11620,Raunak Tara,North,Sports,Football Ea,2,139334.4,16926.08,164414.59199999998
11623,Yasmin Borde,North,Clothing,Men's Wear Quidem,3,162702.75,29052.25,191989.245
11625,Indrans Lalla,North,Clothing,Men's Wear Eaque,1,61502.0,8436.36,72572.36
11630,Hiran Rama,North,Beauty,Foundation Assumenda,1,56649.1,10433.92,66845.938
11631,Shaan Varty,North,Electronics,Smartwatch Veniam,2,144962.0,30909.0,171055.16
11634,Jayesh Batra,North,Kitchen,Mixer Grinder Alias,1,26313.6,6364.28,31050.047999999995
11636,Drishya Ahluwalia,North,Clothing,Accessories Error,2,96155.2,18347.64,113463.13599999998
11639,Zara Sehgal,North,Kitchen,Cookware Set Necessitatibus,1,48242.4,4371.72,56926.032
11640,Jayant Karnik,North,Toys,Action Figure Aliquam,5,170736.0,35802.53,201468.47999999998
11641,Gokul Dixit,North,Furniture,Chair Iusto,2,14636.8,3549.47,17271.424
11642,Romil Sankar,North,Furniture,Bed Numquam,4,212129.4,39302.36,250312.69199999998
11644,Anahita Sathe,North,Home Decor,Cushion Ratione,1,21994.2,5463.56,25953.156
11646,Anvi Bawa,North,Groceries,Spices Expedita,1,55914.0,3180.85,65978.51999999999
11650,Vivaan Biswas,North,Furniture,Chair Aut,2,52803.2,12398.2,62307.77599999999
11659,Jayant Kothari,North,Books,Fiction Voluptates,5,373915.0,43357.72,441219.69999999995
11667,Anvi Kalita,North,Toys,RC Car Eius,5,239988.0,46159.38,283185.83999999997
11669,Yuvaan Thaman,North,Electronics,Headphones Officia,4,250984.8,36369.51,296162.06399999995
11670,Rasha Buch,North,Electronics,Mobile Nesciunt,2,79316.8,18206.41,93593.824
11674,Vedika Khalsa,North,Electronics,Laptop Perspiciatis,3,93979.2,17449.47,110895.45599999999
11678,Ranbir Khatri,North,Home Decor,Clock Quisquam,2,12104.0,2075.98,14282.72
11684,Anahita Datta,North,Clothing,Kids Wear Eos,2,102839.8,18089.76,121350.96399999999
11685,Aaryahi Ben,North,Home Decor,Vase Ut,4,223595.8,28225.93,263843.044
11687,Vivaan Bobal,North,Books,Non-Fiction Reiciendis,4,234604.8,29815.19,276833.664
11691,Alisha Devi,North,Beauty,Foundation Odit,4,101012.0,6703.33,119194.15999999999
11693,Purab Dixit,North,Home Decor,Clock Maiores,3,155898.0,11346.78,183959.63999999998
11701,Mohanlal Sampath,North,Groceries,Rice Nam,5,296664.0,54818.48,350063.51999999996
11705,Riya Dhawan,North,Electronics,Smartwatch Rerum,3,96681.6,9239.84,114084.288
11708,Pihu Gopal,North,Electronics,Smartwatch Dolorum,3,10495.2,1731.13,12384.336
11716,Anahi Bail,North,Kitchen,Cookware Set Ducimus,4,94159.6,7836.83,111108.328
11717,Baiju Kakar,North,Beauty,Perfume Labore,3,216523.05,30633.55,255497.19899999996
11723,Samarth Raval,North,Furniture,Cabinet Dignissimos,3,130515.75,22802.44,154008.585
11728,Mannat Dugar,North,Home Decor,Clock Enim,5,300757.5,47167.33,354893.85
11732,Samar Sant,North,Sports,Football Qui,3,177063.3,16632.21,208934.694
11733,Anya Dyal,North,Books,Textbook Debitis,4,253627.2,43553.38,299280.096
11734,Dishani Sethi,North,Home Decor,Wall Art Amet,4,282877.2,41965.03,333795.096
11735,Tanya Sha,North,Sports,Tennis Racket Commodi,4,4148.0,1007.41,4894.639999999999
11737,Madhav Gandhi,North,Books,Biography Nam,3,24638.25,5116.79,29073.135
11738,Jivin Shah,North,Clothing,Men's Wear Eum,3,95293.8,12177.03,112446.684
11739,Zeeshan Sule,North,Home Decor,Wall Art Quae,3,63181.35,3552.34,74553.99299999999
11744,Kimaya Aurora,North,Home Decor,Vase Adipisci,3,96287.4,22651.78,113619.13199999998
11747,Onkar Bandi,North,Electronics,Smartwatch Illo,4,6956.8,761.33,8209.024
11750,Manikya Kumer,North,Beauty,Lipstick Facere,4,105429.6,8293.39,124406.928
11756,Shanaya Sura,North,Electronics,Laptop Reprehenderit,5,6745.0,1631.05,7959.099999999999
11768,Dhanuk Rama,North,Sports,Yoga Mat Perferendis,2,77499.0,13479.91,91448.81999999999
11772,Hazel Choudhury,North,Electronics,Laptop Ea,4,74069.6,7416.91,87402.128
11780,Aradhya Choudhry,North,Furniture,Sofa Quisquam,3,193602.0,40567.6,228450.36
11781,Shamik Korpal,North,Furniture,Chair Impedit,1,29842.0,2580.21,35213.56
11784,Anvi Sridhar,North,Books,Fiction Quis,4,259617.2,46078.9,306348.296
11785,Saira Dyal,North,Clothing,Women's Wear Et,2,70896.8,17618.62,83658.224
11786,Jayant Khatri,North,Furniture,Sofa Quod,2,25795.8,2741.07,30439.043999999998
11787,Yasmin Sur,North,Electronics,Mobile Suscipit,4,84601.6,8386.33,99829.888
11792,Yakshit Lall,North,Clothing,Men's Wear Nobis,1,46795.1,11139.37,55218.21799999999
11793,Seher Chadha,North,Toys,Action Figure Aut,1,60989.0,4948.38,71967.01999999999
11794,Renee Zachariah,North,Furniture,Bed Tenetur,5,296105.5,54528.52,349404.49
11798,Manikya Gupta,North,Books,Fiction Eos,2,120103.2,19912.51,141721.77599999998
11800,Lavanya Varma,North,Beauty,Lipstick Rem,5,145764.0,16625.43,172001.52
11808,Samaira Vaidya,North,Furniture,Sofa Ea,5,139448.0,24702.71,164548.63999999998
11809,Neysa Baral,North,Toys,Doll Tempore,5,90315.0,5812.04,106571.7
11812,Devansh Agate,North,Beauty,Lipstick Veniam,2,34232.9,5035.26,40394.822
11813,Lavanya Mammen,North,Groceries,Oil Ullam,1,18085.6,2273.32,21341.007999999998
11816,Shaan Badal,North,Groceries,Rice Similique,4,14877.0,2553.77,17554.86
11820,Neelofar Goswami,North,Sports,Dumbbells Ipsa,3,76108.8,7331.52,89808.384
11822,Veer Bora,North,Beauty,Lipstick Repellendus,1,55533.0,10283.24,65528.939999999995
11835,Inaaya  Borah,North,Kitchen,Microwave Illum,2,30788.8,5286.49,36330.784
11838,Onkar Keer,North,Toys,Doll Quisquam,4,115664.4,7810.86,136483.992
11848,Zoya Reddy,North,Beauty,Lipstick Iure,2,79619.5,8370.16,93951.01
11849,Charvi Balasubramanian,North,Home Decor,Lamp Voluptatibus,5,312912.0,52683.49,369236.16
11853,Trisha Gandhi,North,Home Decor,Clock Fuga,4,82582.4,9531.22,97447.23199999999
11855,Sahil Hegde,North,Beauty,Perfume Quos,3,153416.7,18308.7,181031.706
11856,Aarush Gupta,North,Beauty,Perfume Eligendi,4,112713.6,17154.04,133002.048
11868,Azad Baral,North,Groceries,Rice Quas,5,75176.0,6251.8,88707.68
11869,Baiju Thakur,North,Beauty,Perfume Natus,4,95448.2,6677.14,112628.87599999999
11871,Vardaniya Dave,North,Furniture,Sofa Dolor,4,2252.0,338.47,2657.3599999999997
11875,Hazel Kunda,North,Furniture,Table Ipsa,5,31801.25,6993.66,37525.475
11878,Ahana  Kumar,North,Groceries,Spices Earum,3,109380.0,5927.28,129068.4
11881,Aaina Comar,North,Electronics,Laptop Quibusdam,4,177551.2,43134.48,209510.416
11883,Miraan Mahajan,North,Books,Non-Fiction Soluta,3,167870.7,13692.45,198087.426
11889,Zain Brar,North,Furniture,Cabinet Id,1,14630.4,1675.17,17263.872
11891,Armaan Sankaran,North,Sports,Football Provident,3,54095.7,2905.57,63832.92599999999
11892,Lakshit Jha,North,Groceries,Sugar Magni,5,108345.0,17017.25,127847.09999999999
11900,Renee Balakrishnan,North,Home Decor,Clock Sed,3,34217.1,5127.74,40376.17799999999
11901,Nishith Das,North,Home Decor,Vase Tenetur,1,33317.0,1943.4,39314.06
11902,Aarav Choudhry,North,Clothing,Accessories Ipsum,4,169692.8,14287.36,200237.504
11908,Adah Basak,North,Books,Non-Fiction Quo,3,176352.0,35659.14,208095.36
11909,Ira Ray,North,Toys,Doll Debitis,3,125687.85,22363.32,148311.663
11911,Eshani Kala,North,Groceries,Oil Fugiat,4,108919.4,14287.4,128524.89199999999
11913,Ritvik Bajaj,North,Beauty,Shampoo Qui,5,224493.5,13875.54,264902.32999999996
11915,Pranay Sarma,North,Groceries,Spices Corporis,1,2225.6,263.35,2626.2079999999996
11916,Khushi Chad,North,Toys,Doll Quasi,4,265761.0,39305.02,313597.98
11919,Nitara Mani,North,Home Decor,Wall Art Similique,4,42738.0,5354.37,50430.84
11921,Kiaan Luthra,North,Furniture,Bed Corrupti,4,157753.6,17599.53,186149.248
11924,Samar Bose,North,Books,Textbook Praesentium,4,10736.0,1916.53,12668.48
11929,Farhan Bhatti,North,Books,Textbook Dolore,1,59384.8,4116.67,70074.064
11931,Purab Chaudhari,North,Groceries,Spices Pariatur,3,78795.0,13932.19,92978.09999999999
11933,Kanav Mander,North,Clothing,Kids Wear Enim,5,61461.0,13012.43,72523.98
11936,Lagan Chatterjee,North,Books,Biography Aliquam,3,195304.5,32368.66,230459.31
11940,Yuvraj  Hayre,North,Home Decor,Lamp Sit,5,162175.5,30400.7,191367.09
11944,Aradhya Borah,North,Books,Non-Fiction Pariatur,4,53618.4,5273.99,63269.712
11946,Anay Anand,North,Groceries,Spices Quae,4,75877.8,15649.63,89535.804
11948,Veer Basu,North,Books,Biography Quibusdam,5,337454.25,69191.11,398196.01499999996
11949,Anya Karpe,North,Kitchen,Cookware Set Beatae,3,118029.0,19795.15,139274.22
11950,Mamooty Bhat,North,Beauty,Lipstick Aut,4,159908.4,11869.58,188691.91199999998
11951,Devansh Lad,North,Home Decor,Clock Debitis,4,83095.2,11242.62,98052.336
11953,Rasha Bora,North,Books,Textbook Soluta,5,335573.25,18606.62,395976.435
11954,Shlok Dalal,North,Beauty,Perfume Deserunt,1,54015.3,8448.22,63738.054
11959,Damini Bhatti,North,Kitchen,Microwave Possimus,2,22444.2,1748.38,26484.156
11960,Kanav Srinivas,North,Kitchen,Cookware Set Incidunt,1,9504.7,1019.75,11215.546
11961,Shamik Varughese,North,Books,Textbook Veritatis,1,15722.0,3739.94,18551.96
11973,Rhea Loke,North,Books,Comics Quia,4,202150.4,13460.43,238537.47199999998
11978,Nayantara Wali,North,Electronics,Headphones Est,5,89855.0,19466.13,106028.9
11981,Riya Acharya,North,Books,Biography Modi,5,158184.5,25830.56,186657.71
11982,Navya Bhardwaj,North,Home Decor,Vase Quo,4,157689.6,24924.61,186073.728
11984,Devansh Krish,North,Sports,Tennis Racket Neque,4,4386.0,357.47,5175.48
11985,Lagan Gill,North,Sports,Dumbbells Veritatis,1,5808.0,396.13,6853.44
11988,Adira Boase,North,Electronics,Camera Quod,2,101031.0,15448.92,119216.57999999999
11998,Saksham Bhakta,North,Toys,Doll Aspernatur,1,63545.4,9290.79,74983.572
12002,Raghav Biswas,North,Beauty,Lipstick Nam,1,48126.4,5160.91,56789.152
12005,Ritvik Thaker,North,Electronics,Headphones Illo,5,327411.0,50382.9,386344.98
12007,Anahi Gaba,North,Home Decor,Wall Art Adipisci,2,48430.4,11645.9,57147.871999999996
12008,Faiyaz Soni,North,Beauty,Perfume Deserunt,4,236025.6,17098.93,278510.208
12017,Dharmajan Hayer,North,Clothing,Accessories Minima,5,300262.5,15684.81,354309.75
12019,Ira Varkey,North,Toys,RC Car Labore,3,10401.6,2317.08,12273.887999999999
12020,Dishani Dugar,North,Sports,Dumbbells Aliquid,5,182567.25,15611.59,215429.35499999998
12023,Hazel Sundaram,North,Toys,Action Figure Exercitationem,2,89147.2,8304.75,105193.696
12027,Gokul Baral,North,Electronics,Headphones Incidunt,4,230403.6,36781.62,271876.248
12030,Armaan Bhalla,North,Clothing,Shoes Praesentium,1,52631.1,3786.2,62104.698
12032,Vanya Joshi,North,Books,Textbook Soluta,3,81329.7,18780.74,95969.04599999999
12034,Chirag Chaudhry,North,Sports,Football Optio,4,83410.0,14277.24,98423.79999999999
12035,Purab Bala,North,Clothing,Men's Wear Illum,5,245956.5,60078.61,290228.67
12038,Purab Yohannan,North,Groceries,Sugar Ipsam,3,216853.65,53711.74,255887.30699999997
12044,Khushi Guha,North,Groceries,Rice Culpa,5,99990.0,9341.53,117988.2
12048,Anahita Jaggi,North,Groceries,Wheat Accusantium,2,37210.0,3316.1,43907.799999999996
12057,Damini Kumar,North,Groceries,Wheat Iusto,4,179376.0,27144.95,211663.68
12061,Seher Chacko,North,Home Decor,Wall Art Iusto,2,128771.6,16647.26,151950.488
12063,Zeeshan Dash,North,Furniture,Sofa Odit,4,259178.4,51430.67,305830.512
12064,Vritika Gala,North,Furniture,Chair Tempore,2,95052.0,18928.62,112161.36
12065,Shamik Acharya,North,Home Decor,Cushion Iste,1,36402.1,2870.15,42954.477999999996
12066,Taran Sharma,North,Kitchen,Cookware Set Illo,1,54038.85,11664.07,63765.84299999999
12069,Rania Bir,North,Groceries,Sugar Suscipit,5,377297.25,75188.15,445210.755
12070,Rania Vala,North,Toys,Puzzle Quos,4,71063.4,4325.75,83854.81199999999
12073,Aradhya Sethi,North,Beauty,Lipstick Deleniti,5,35655.0,1891.89,42072.899999999994
12075,Urvi Chada,North,Home Decor,Clock Aliquam,3,58053.6,9053.66,68503.24799999999
12078,Dhanush Agate,North,Toys,Action Figure Praesentium,2,114251.9,27397.73,134817.242
12079,Jayant Kota,North,Sports,Yoga Mat Laborum,5,140706.0,19746.09,166033.08
12086,Siya Chakrabarti,North,Kitchen,Cookware Set Error,4,179933.8,40754.03,212321.88399999996
12092,Divyansh Bhattacharyya,North,Kitchen,Refrigerator Quasi,3,87038.4,21271.05,102705.31199999999
12095,Neysa Bhasin,North,Clothing,Men's Wear Voluptas,1,62548.0,10623.32,73806.64
12099,Hiran Khalsa,North,Beauty,Face Cream Harum,5,23856.0,2508.49,28150.079999999998
12109,Saanvi Dara,North,Kitchen,Refrigerator Exercitationem,5,203304.75,32803.51,239899.60499999998
12110,Elakshi Dugar,North,Clothing,Kids Wear Praesentium,5,228305.0,54011.07,269399.89999999997
12116,Indrans Rege,North,Home Decor,Lamp Dolore,1,46443.6,2449.72,54803.448
12119,Devansh Buch,North,Beauty,Perfume Animi,5,37593.0,8319.15,44359.74
12120,Kiaan Swamy,North,Beauty,Perfume Similique,5,57240.0,4777.6,67543.2
12124,Jhanvi Aggarwal,North,Home Decor,Vase Exercitationem,2,45096.0,4335.11,53213.28
12126,Raghav Grewal,North,Furniture,Bed Enim,4,157665.6,30789.59,186045.408
12127,Bhamini Doshi,North,Beauty,Shampoo Vero,4,9279.6,1874.3,10949.928
12128,Lavanya Tella,North,Sports,Cricket Bat Est,4,42576.0,9423.41,50239.68
12130,Drishya Gill,North,Beauty,Shampoo Consequuntur,4,140459.4,31023.13,165742.09199999998
12131,Samaira Singhal,North,Beauty,Shampoo Numquam,1,43440.1,8398.69,51259.31799999999
12132,Nehmat Tiwari,North,Toys,Doll Illum,3,177648.0,25632.62,209624.63999999998
12134,Ivana Vasa,North,Toys,RC Car Inventore,5,255316.5,54733.9,301273.47
12139,Ranbir Balakrishnan,North,Toys,RC Car Odit,3,191217.0,36673.66,225636.06
12144,Chirag Char,North,Toys,Action Figure Accusantium,5,303615.75,70173.14,358266.58499999996
12145,Nakul Tella,North,Home Decor,Vase Minus,2,47163.2,8201.57,55652.575999999994
12148,Vanya Bir,North,Clothing,Accessories Eaque,4,290548.0,37770.26,342846.63999999996
12151,Rati Raju,North,Home Decor,Cushion Consectetur,3,167700.0,12130.7,197886.0
12153,Kiara Ahluwalia,North,Electronics,Mobile Culpa,1,16549.95,856.38,19528.941
12162,Kanav Shankar,North,Furniture,Bed Iusto,5,176760.0,25858.04,208576.8
12163,Hridaan Bhatia,North,Groceries,Sugar Dolores,2,116650.5,8827.18,137647.59
